Name,Title,gender,race,School,department
"Born, Dana",Lecturer in Public Policy,F,White,HKS,HKS
"Bowles, Hannah Riley",Roy E. Larsen Senior Lecturer in Public Policy and Management,F,White,HKS,HKS
"Brodsky, Lauren",Lecturer in Public Policy,F,White,HKS,HKS
"Brooks, Arthur",Professor of the Practice of Public Leadership,M,White,HKS,HKS
"Brooks, Cornell",Hauser Professor of the Practice of Nonprofit Organizations; Professor of the Practice of Public Leadership and Social Justice,M,African American,HKS,HKS
"Bunn, Matthew","James R. Schlesinger Professor of the Practice of Energy, National Security, and Foreign Policy",M,White,HKS,HKS
"Burns, Nicholas",Roy and Barbara Goodman Family Professor of the Practice of Diplomacy and International Relations,M,White,HKS,HKS
"Carlana, Michela",Assistant Professor of Public Policy,F,White,HKS,HKS
"Carter, Ash",Belfer Professor of Technology and Global Affairs,M,White,HKS,HKS
"Chandra, Amitabh",Ethel Zimmerman Wiener Professor of Public Policy,M,Asian,HKS,HKS
"Chen, Martha",Lecturer in Public Policy,F,White,HKS,HKS
"Chenoweth, Erica",Berthold Beitz Professor in Human Rights and International Affairs,M,White,HKS,HKS
"Clark, William",Harvey Brooks Professor of International Science Public Policy and Human Development,M,White,HKS,HKS
"Cohen, Dara",Ford Foundation Associate Professor of Public Policy,F,White,HKS,HKS
"Cooper, Suzanne",Edith M. Stokey Senior Lecturer in Public Policy,F,White,HKS,HKS
"de Jong, Jorrit",Senior Lecturer in Public Policy,M,White,HKS,HKS
"Deep, Akash",Senior Lecturer in Public Policy,M,Asian,HKS,HKS
"Deming, David",Professor of Public Policy,M,White,HKS,HKS
"Dobbie, Will",Professor of Public Policy,M,White,HKS,HKS
"Dogan, Pinar",Lecturer in Public Policy at the John F. Kennedy School of Government,F,White,HKS,HKS
"Donahue, John",Raymond Vernon Senior Lecturer in Public Policy,M,White,HKS,HKS
"Eaves, David",Lecturer in Public Policy,M,White,HKS,HKS
"Ellwood, David",Isabelle and Scott Black Professor of Political Economy,M,White,HKS,HKS
"Elmendorf, Douglas",Don K. Price Professor of Public Policy,M,White,HKS,HKS
"Fagan, Mark",Lecturer in Public Policy,M,White,HKS,HKS
"Frankel, Jeffrey",James W Harpel Professor of Capital Formation and Growth at the John F Kennedy School of Government,M,White,HKS,HKS
"Fung, Archon",Winthrop Laflin McCormack Professor of Citizenship and Self-Government,M,Asian,HKS,HKS
"Furman, Jason",Professor of the Practice of Economic Policy,M,White,HKS,HKS
"Ganz, Marshall","Rita E. Hauser Senior Lecturer in Leadership, Organizing, and Civil Society",M,White,HKS,HKS
"Garay, Maria",Ford Foundation Associate Professor of Democracy,M,White,HKS,HKS
"Garber, Alan",Mallinckrodt Professor of Health Care Policy,M,White,HKS,HKS
"Gergen, David",Public Service Professor at the John F Kennedy School of Government,M,White,HKS,HKS
"Gibbs, Nancy",Edward R. Murrow Visiting Professor of Practice,F,White,HKS,HKS
"Goldsmith, Stephen",Daniel Paul Professor of the Practice of Government at the John F. Kennedy School of Government,M,White,HKS,HKS
"Haigh, John",Lecturer in Public Policy,M,White,HKS,HKS
"Hanna, Rema",Jeffrey Cheah Professor of South-East Asia Studies,F,Asian,HKS,HKS
"Hanson, Gordon",Peter Wertheim Professor in Urban Policy,M,White,HKS,HKS
"Hausmann, Ricardo",Rafik Hariri Professor of the Practice of International Political Economy,M,White,HKS,HKS
"Hehir, J Bryan",Parker Montgomery Professor of Practice of Religion and Public Life at the John F. Kennedy School of Government,M,White,HKS,HKS
"Heifetz, Ronnie",King Hussein bin Talal Senior Lecturer of Public Leadership at the John F. Kennedy School of Government,M,White,HKS,HKS
"Holdren, John",Teresa and John Heinz Professor of Environmental Policy,M,White,HKS,HKS
"Hong, Kessely",Lecturer in Public Policy,F,Asian,HKS,HKS
"Jasanoff, Sheila",Pforzheimer Professor of Science and Technology Studies at the John F. Kennedy School of Government,F,White,HKS,HKS
"Jensen, Anders",Assistant Professor of Public Policy,M,White,HKS,HKS
"Johnson, Douglas",Lecturer in Public Policy,M,White,HKS,HKS
"Kayyem, Juliette",Belfer Senior Lecturer in International Security,F,White,HKS,HKS
"Keith, David","Professor of Public Policy, HKS; Gordon McKay Professor of Applied Physics, SEAS",M,White,HKS,HKS
"Kellerman, Barbara",James McGregor Burns Lecturer in Public Leadership,F,White,HKS,HKS
"Kelman, Steven",Albert J Weatherhead III & Richard W Weatherhead Professor of Public Management in the JFK School,M,White,HKS,HKS
"Keyssar, Alex","Matthew W. Stirling, Jr. Professor of History and Social Policy at the Kennedy School of Gov't",M,White,HKS,HKS
"Khwaja, Asim",Sumitomo-FASID Professor of International Finance and Development,M,White,HKS,HKS
"King, David",Senior Lecturer in Public Policy at the John F. Kennedy School of Government,M,White,HKS,HKS
"Kotowski, Maciej",Associate Professor of Public Policy,M,White,HKS,HKS
"Lawrence, Robert",Albert L Williams Professor of International Trade and Investment,M,White,HKS,HKS
"Lee, Henry",Senior Lecturer in Public Policy,M,White,HKS,HKS
"Leonard, Herman","George F Baker, Jr Professor of Public Management in the John F Kennedy School of Government",M,White,HKS,HKS
"Lerner, Jennifer","Thornton Bradshaw Professor of Public Policy, Decision Science, and Management",M,White,HKS,HKS
"Levy, Dan",Senior Lecturer in Public Policy at the John F. Kennedy School of Governmen,M,White,HKS,HKS
"Liebman, Jeffrey",Malcolm Wiener Professor of Public Policy at the John F. Kennedy School of Government,M,White,HKS,HKS
"Livingston, Robert",Lecturer in Public Policy,M,African American,HKS,HKS
"Logevall, Fredrik",Laurence D. Belfer Professor of International Affairs,M,White,HKS,HKS
"Mandell, Brian",Mohamed Kamal Senior Lecturer in Negotiation and Public Policy,M,White,HKS,HKS
"Mansbridge, Jane",Adams Professor of Political Leadership and Democratic Values,F,White,HKS,HKS
"Marks, Zoe",Lecturer in Public Policy,F,White,HKS,HKS
"Masoud, Tarek",Professor of Public Policy and Sultan of Oman Professor of International Relations,M,White,HKS,HKS
"Matuszeski, Janina",Lecturer in Public Policy,F,White,HKS,HKS
"Mayne, Quinton",Ford Foundation Associate Professor of Public Policy,M,White,HKS,HKS
"Minson, Julia",Associate Professor of Public Policy,F,White,HKS,HKS
"Moore, Mark",Professor of Public Management,M,White,HKS,HKS
"Muhammad, Khalil","Professor of History, Race and Public Policy",M,African American,HKS,HKS
"Newhouse, Joseph",Professor of Health Care Policy,M,White,HKS,HKS
"Norris, Pippa",Paul F. McGuire Lecturer in Comparitive Politics at the John F. Kennedy School of Government,F,White,HKS,HKS
"O'Brien, Timothy",Lecturer in Public Policy,M,White,HKS,HKS
"O'Sullivan, Margaret",Kirkpatrick Professor of the Practice of International Affairs,F,White,HKS,HKS
"Orren, Gary","The V.O. Key, Jr. Professor of Politics and Leadership",M,White,HKS,HKS
"Parker, Richard",Lecturer in Public Policy at the John F Kennedy School of Government,M,White,HKS,HKS
"Patterson, Thomas",Bradlee Professorship of Government and the Press at the John F Kennedy School of Government,M,White,HKS,HKS
"Porter, Roger",IBM Professor of Business and Government in the John Fitzgerald Kennedy School of Government,M,White,HKS,HKS
"Power, Samantha",Anna Lindh Professor of the Practice of Global Leadership and Public Policy,F,White,HKS,HKS
"Rapp, William",Lecturer in Military Affairs,M,White,HKS,HKS
"Reinhart, Carmen",Minos A. Zombanakis Professor of the International Financial System,F,White,HKS,HKS
"Risse, Mathias",Lucius N. Littauer Professor of Philosophy and Public Administration,M,White,HKS,HKS
"Robichaud, Christopher",Senior Lecturer in Ethics and Public Policy,M,White,HKS,HKS
"Rodrik, Dani",Ford Foundation Professor of International Political Economy,M,White,HKS,HKS
"Rogers, Todd",Professor of Public Policy,M,White,HKS,HKS
"Rosenbach, Eric",Lecturer in Public Policy,M,White,HKS,HKS
"Saghafian, Soroush",Assistant Professor of Public Policy,M,Asian,HKS,HKS
"Saich, Anthony",Daewoo Professor of International Affairs at the John F Kennedy School of Government,M,White,HKS,HKS
"Schneer, Benjamin",Assistant Professor of Public Policy,M,White,HKS,HKS
"Seglin, Jeffrey",Senior Lecturer in Public Policy,M,White,HKS,HKS
"Sen, Maya",Professor of Public Policy,F,Asian,HKS,HKS
"Shepard, Mark",Assistant Professor of Public Policy,M,White,HKS,HKS
"Sherman, Wendy",Professor of the Practice of Public Leadership,F,White,HKS,HKS
"Sikkink, Kathryn",Ryan Family Professor of Human Rights Policy,F,White,HKS,HKS
"Sparrow, Malcolm",Professor of the Practice of Public Management at the John F. Kennedy School of Government,M,White,HKS,HKS
"Stavins, Robert",A.J. Meyer Professor of Energy and Economic Development,M,White,HKS,HKS
"Walt, Stephen",Robert and Renee Belfer Professor of International Affairs at the J. F. K. School of Government,M,White,HKS,HKS
"Walton, Michael",Senior Lecturer in Public Policy,M,White,HKS,HKS
"Wilkinson, Robert",Lecturer in Public Policy and Leadership,M,White,HKS,HKS
"Williams, Michelle",Professor of Epidemiology,F,White,HKS,HKS
"Wilson, Julie Boatright",Harry S. Kahn Senior Lecturer in Social Policy at the John F. Kennedy School of Government,F,White,HKS,HKS
"Wright Rigueur, Leah",Associate Professor of Public Policy,F,African American,HKS,HKS
"Zeckhauser, Richard",Frank Plumpton Ramsey Professor of Political Economy in the John F Kennedy School of Government,M,White,HKS,HKS
"Alford, William",Jerome A. and Joan L. Cohen Professor of Law,M,White,HLS,HLS
"Anker, Deborah",Clinical Professor of Law,F,White,HLS,HLS
"Ardalan, Sabrineh",Clinical Professor of Law,F,White,HLS,HLS
"Bar-Gill, Oren",William J. Friedman and Alicia Townsend Friedman Professor of Law and Economics,M,White,HLS,HLS
"Bartholet, Elizabeth",Morris Wasserstein Public Interest Professor of Law,F,White,HLS,HLS
"Bavitz, Christopher",WilmerHale Clinical Professor of Law,M,White,HLS,HLS
"Bebchuk, Lucian","James Barr Ames Professor of Law, Economics, and Finance",M,White,HLS,HLS
"Benkler, Yochai",Jack N. and Lillian R. Berkman Professor for Entrepreneurial Legal Studies,M,White,HLS,HLS
"Blum, Gabriella",Rita E. Hauser Professor of Human Rights and Humanitarian Law,F,White,HLS,HLS
"Bowie, Nikolas",Assistant Professor of Law,M,African American,HLS,HLS
"Brady, Molly",Assistant Professor of Law,F,White,HLS,HLS
"Brennan, Thomas",Stanley S. Surrey Professor of Law,M,White,HLS,HLS
"Brewer, Scott",Professor of Law,M,African American,HLS,HLS
"Broad Leib, Emily",Clinical Professor of Law,F,White,HLS,HLS
"Brown-Nagin, Tomiko",Professor of History,F,African American,HLS,HLS
"Caramello, Esme",Clinical Professor of Law,F,White,HLS,HLS
"Clark, Robert",Austin Wakeman Scott Professor of Law,M,White,HLS,HLS
"Coates, John",Professor of Law,M,White,HLS,HLS
"Cohen, Alma",Professor of Law,F,White,HLS,HLS
"Cohen, I Glenn",James A. Attwood and Leslie Williams Professor of Law,M,White,HLS,HLS
"Crawford, Susan",John A. Reilly Clinical Professor of Law,F,White,HLS,HLS
"Crespo, Andrew",Professor of Law,M,White,HLS,HLS
"Desai, Mihir",Mizuho Financial Group Professor of Finance,M,Asian,HLS,HLS
"Desan, Christine",Leo Gottlieb Professor of Law,F,White,HLS,HLS
"Donahue, Charles",Professor of Law,M,White,HLS,HLS
"Eidelson, Benjamin",Assistant Professor of Law,M,White,HLS,HLS
"Elhauge, Einer",Carroll and Milton Petrie Professor of Law,M,White,HLS,HLS
"Fallon, Richard",Story Professor of Law,M,White,HLS,HLS
"Farbstein, Susan",Clinical Professor of Law,F,White,HLS,HLS
"Feldman, Noah",Felix Frankfurter Professor of Law,M,White,HLS,HLS
"Ferrell, Frank",Harvey Greenfield Professor of Securities Law,M,White,HLS,HLS
"Field, Martha",Langdell Professor of Law,F,White,HLS,HLS
"Fisher, William",WilmerHale Professor of Intellectual Property Law,M,White,HLS,HLS
"Fogg, Temple",Clinical Professor of Law,M,White,HLS,HLS
"Freeman, Jody",Archibald Cox Professor of Law,F,White,HLS,HLS
"Fried, Charles",Beneficial Professor of Law,M,White,HLS,HLS
"Fried, Jesse",Dane Professor of Law,M,White,HLS,HLS
"Frug, Gerald",Louis D. Brandeis Professor of Law,M,White,HLS,HLS
"Gasser, Urs",Professor of Practice,M,White,HLS,HLS
"Gersen, Jacob",Sidley Austin Professor of Law,M,White,HLS,HLS
"Gersen, Jeannie","John H. Watson, Jr. Professor of Law",F,White,HLS,HLS
"Giannini, Tyler",Clinical Professor of Law,M,White,HLS,HLS
"Glendon, Mary Ann",Learned Hand Professor of Law,F,White,HLS,HLS
"Goldberg, John",Carter Professor of General Jurisprudence,M,White,HLS,HLS
"Goldsmith, Jack",Henry L. Shattuck Professor of Law,M,White,HLS,HLS
"Gordon-Reed, Annette",Charles Warren Professor of American Legal History,F,African American,HLS,HLS
"Greenwald, Robert",Clinical Professor of Law,M,White,HLS,HLS
"Gregory, Michael",Clinical Professor of Law,M,White,HLS,HLS
"Greiner, Daniel",The Honorable S. William Green Professor of Public Law,M,White,HLS,HLS
"Halley, Janet",Royall Professor of Law,M,White,HLS,HLS
"Hanson, Jon",Alan S. Stone Professor of Law,M,White,HLS,HLS
"Hay, Bruce",Professor of Law,M,White,HLS,HLS
"Jackson, Howell",James S. Reid Jr. Professor of Law,M,White,HLS,HLS
"Jackson, Vicki",Thurgood Marshall Professor of Constitutional Law,F,White,HLS,HLS
"Jacobs, Wendy",Emmett Clinical Professor in Environmental Law,F,White,HLS,HLS
"Jenkins, Alan",Professor of Practice,M,African American,HLS,HLS
"Kamali, Elizabeth",Assistant Professor of Law,F,White,HLS,HLS
"Kaplow, Louis",Professor of Law,M,White,HLS,HLS
"Kaufman, Andrew",Charles Stebbins Fairchild Professor of Law,M,White,HLS,HLS
"Kennedy, David",Manley O. Hudson Professor of Law,M,White,HLS,HLS
"Kennedy, Randall",Michael R. Klein Professor of Law,M,African American,HLS,HLS
"Klarman, Michael",Kirkland & Ellis Professor of Law,M,White,HLS,HLS
"Kraakman, Reinier",Ezra Ripley Thayer Professor of Law,M,White,HLS,HLS
"Lanni, Adriaan",Touroff-Glueck Professor of Law,F,White,HLS,HLS
"Lawrence, Eloise",Assistant Clinical Professor of Law,F,White,HLS,HLS
"Lazarus, Richard",Professor of Law,M,White,HLS,HLS
"Lessig, Lawrence",Roy L. Furman Professor of Law,M,White,HLS,HLS
"Lvovsky, Anna",Assistant Professor of Law,F,White,HLS,HLS
"Mack, Kenneth",Lawrence D. Biele Professor of Law,M,African American,HLS,HLS
"Mann, Bruce","Carl F. Schipper, Jr. Professor of Law",M,White,HLS,HLS
"Manning, John",Professor of Law,M,White,HLS,HLS
"Minow, Martha",Professor of Law,F,White,HLS,HLS
"Mnookin, Robert",Samuel Williston Professor of Law,M,White,HLS,HLS
"Modirzadeh, Naz",Professor of Practice,F,White,HLS,HLS
"Nagin, Daniel",Clinical Professor of Law,M,White,HLS,HLS
"Nesson, Charles",Weld Professor of Law,M,White,HLS,HLS
"Neuman, Gerald","J. Sinclair Armstrong Professor Of International, Foreign, and Comparative Law",M,White,HLS,HLS
"Okediji, Ruth","Jeremiah Smith, Jr. Professor of Law",F,African American,HLS,HLS
"Parker, Richard",Paul W Williams Professor of Criminal Justice,M,White,HLS,HLS
"Power, Samantha",Anna Lindh Professor of the Practice of Global Leadership and Public Policy,F,White,HLS,HLS
"Price, Brian",Clinical Professor of Law,M,African American,HLS,HLS
"Rabb, Intisar",Professor of Law,F,African American,HLS,HLS
"Rakoff, Todd",Byrne Professor of Administrative Law,M,White,HLS,HLS
"Ramseyer, J Mark",Mitsubishi Professor of Japanese Legal Studies,M,White,HLS,HLS
"Renan, Daphna",Assistant Professor of Law,F,White,HLS,HLS
"Roe, Mark",David Berg Professor of Law,M,White,HLS,HLS
"Rosenberg, Michael",Lee S. Kreindler Professor of Law,M,White,HLS,HLS
"Rubenstein, William",Bruce Bromley Professor of Law,M,White,HLS,HLS
"Sachs, Benjamin",Kestnbaum Professor of Labor and Industry,M,White,HLS,HLS
"Sargentich, Lewis",Professor of Law,M,White,HLS,HLS
"Shavell, Steven",Samuel R. Rosenthal Professor of Law and Economics,M,White,HLS,HLS
"Singer, Joseph",Bussey Professor of Law,M,White,HLS,HLS
"Sitkoff, Robert",John L. Gray Professor of Law,M,White,HLS,HLS
"Smith, Henry",Fessenden Professor of Law,M,White,HLS,HLS
"Spamann, Holger",Lawrence R. Grove Professor of Law,M,White,HLS,HLS
"Spier, Kathryn",Domenico De Sole Professor of Law,F,White,HLS,HLS
"Steiker, Carol",Henry J. Friendly Professor of Law,F,White,HLS,HLS
"Stephanopoulos, Nicholas",Professor of Law,M,White,HLS,HLS
"Stephenson, Matthew",Eli Goldston Professor of Law,M,White,HLS,HLS
"Stilt, Kristen",The Custodian of the Two Holy Mosques Professor of Islamic Legal Studies,F,White,HLS,HLS
"Subramanian, Guhan",Joseph H. Flom Professor of Law and Business,M,Asian,HLS,HLS
"Sullivan, Ronald",Jesse Climenko Clinical Professor of Law,M,African American,HLS,HLS
"Sunstein, Cass",Robert Walmsley University Professor,M,White,HLS,HLS
"Tarullo, Daniel",Nomura Professor of International Financial Regulatory Practice,M,White,HLS,HLS
"Tribe, Laurence",Professor of Law,M,White,HLS,HLS
"Tushnet, Mark",William Nelson Cromwell Professor of Law,M,White,HLS,HLS
"Tushnet, Rebecca",Frank Stanton Professor of the First Amendment,F,White,HLS,HLS
"Umunna, Dehlia",Clinical Professor of Law,F,African American,HLS,HLS
"Unger, Roberto",Roscoe Pound Professor of Law,M,White,HLS,HLS
"Vermeule, Cornelius","Ralph S. Tyler, Jr. Professor of Constitutional Law",M,White,HLS,HLS
"Viscomi, Rachel",Assistant Clinical Professor of Law,F,White,HLS,HLS
"Warren, Alvin",Ropes and Gray Professor of Law,M,White,HLS,HLS
"Westfahl, Scott",Professor of Practice,M,White,HLS,HLS
